Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,Party,Rep Party Support?,Trump Endorsed?,Bannon Endorsed?,Great America Endorsed?,NRA Endorsed?,Right to Life Endorsed?,Susan B. Anthony Endorsed?,Club for Growth Endorsed?,Koch Support?,House Freedom Support?,Tea Party Endorsed?,Main Street Endorsed?,Chamber Endorsed?,FEC_name,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS
Grant Short,KY,U.S. House Kentucky District 2,Representative,Regular,5/22/18,Lost,None,None,-39.509998,19.59,No,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,,Democrat,,,,,,,,,,,,,,"SHORT, GRANT",H8KY02072,"SHORT, GRANT",C,1.0,DEM,1837.65,0.0,4109.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802.65,KY,2.0,,,,,,0.0,0.0,06/22/2018,0.0,0.0
Hank Linderman,KY,U.S. House Kentucky District 2,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-39.509998,30.02,Yes,White,No,No,No,No,No,No,,,,,,,No,,,,,,,Democrat,,,,,,,,,,,,,,"LINDERMAN, HANK",H8KY02080,"LINDERMAN, HANK",C,1.0,DEM,183296.01,0.0,174079.9,0.0,0.0,9216.11,0.0,10000.0,0.0,10000.0,0.0,0.0,159224.06,KY,2.0,,,,,,13471.95,600.0,12/31/2018,0.0,0.0
Rane Eir Olivia Sessions,KY,U.S. House Kentucky District 2,Representative,Regular,5/22/18,Lost,None,None,-39.509998,21.719999,No,White,Yes,No,No,No,No,No,,,,,,,No,,,,,,,Democrat,,,,,,,,,,,,,,"SESSIONS, RANE EIR OLIVIA",H8KY02098,"SESSIONS, RANE EIR OLIVIA",C,1.0,DEM,5753.2,0.0,6298.27,0.0,545.07,0.0,2098.2,0.0,0.0,799.8,0.0,-116.58,3655.0,KY,2.0,,,,,,0.0,0.0,05/23/2018,100.0,0.0
Christina Lord,KY,U.S. House Kentucky District 4,Representative,Regular,5/22/18,Lost,None,None,-36.610001,21.709999,No,White,No,No,No,No,No,No,,,No,,,,,,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patti Piatt,KY,U.S. House Kentucky District 4,Representative,Regular,5/22/18,Lost,None,None,-36.610001,37.529999,No,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,Democrat,,,,,,,,,,,,,,"PIATT, PATTI",H8KY04144,"PIATT, PATTI",C,1.0,DEM,36119.61,0.0,36119.61,0.0,0.0,0.0,14600.0,0.0,0.0,0.0,0.0,0.0,20319.61,KY,4.0,,,,,,1200.0,0.0,05/24/2018,0.0,0.0
Seth Hall,KY,U.S. House Kentucky District 4,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-36.610001,40.77,Yes,White,No,No,No,No,No,No,,,No,,,,,,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenneth Stepp,KY,U.S. House Kentucky District 5,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-62.060001,58.689999,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Sykes,KY,U.S. House Kentucky District 5,Representative,Regular,5/22/18,Lost,None,None,-62.060001,41.310001,No,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amy McGrath,KY,U.S. House Kentucky District 6,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-17.41,48.66,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,,Democrat,,,,,,,,,,,,,,"MCGRATH, AMY",H8KY06164,"MCGRATH, AMY",C,1.0,DEM,8619205.93,622708.68,8351249.65,685500.0,0.0,267956.28,3572.5,0.0,0.0,0.0,0.0,0.0,7596397.84,KY,6.0,,,,,,390961.11,0.0,12/31/2018,71595.8,2400.0
Daniel Kemph,KY,U.S. House Kentucky District 6,Representative,Regular,5/22/18,Lost,None,None,-17.41,1.23,No,White,No,No,No,No,No,No,,,,,,,,,,,,No,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoff Young,KY,U.S. House Kentucky District 6,Representative,Regular,5/22/18,Lost,None,None,-17.41,1.5700001,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Gray,KY,U.S. House Kentucky District 6,Representative,Regular,5/22/18,Lost,None,None,-17.41,40.509998,No,White,No,Yes,Yes,No,No,No,,,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,"GRAY, JIM P",S6KY00120,"GRAY, JIM P",C,1.0,DEM,65981.0,0.0,57294.0,0.0,-8688.0,0.0,55000.0,0.0,0.0,917.0,0.0,0.0,0.0,KY,0.0,,,,,,0.0,0.0,06/30/2018,-500.0,0.0
Reggie Thomas,KY,U.S. House Kentucky District 6,Representative,Regular,5/22/18,Lost,None,None,-17.41,7.1999998,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,,,,,,No,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theodore Green,KY,U.S. House Kentucky District 6,Representative,Regular,5/22/18,Lost,None,None,-17.41,0.82999998,No,White,No,No,No,No,No,No,,,,,,,,,,,,No,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alec Ross,MD,Governor of Maryland,Governor,Regular,6/26/18,Lost,None,None,23.799999,2.3,No,White,No,No,No,No,Yes,Yes,,No,Yes,,,No,No,No,,,No,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Jealous,MD,Governor of Maryland,Governor,Regular,6/26/18,Advanced,None,On the Ballot,23.799999,39.599998,Yes,Nonwhite,No,No,No,No,No,No,,No,Yes,,,Yes,Yes,Yes,,,Yes,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Jones,MD,Governor of Maryland,Governor,Regular,6/26/18,Lost,None,None,23.799999,1.5,No,Nonwhite,No,No,No,No,No,No,,No,No,,,No,No,No,,,No,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Shea (Maryland),MD,Governor of Maryland,Governor,Regular,6/26/18,Lost,None,None,23.799999,8.3000002,No,White,No,No,No,Yes,No,No,,No,Yes,,,No,No,No,,,No,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krishanti Vignarajah,MD,Governor of Maryland,Governor,Regular,6/26/18,Lost,None,None,23.799999,8.1999998,No,Nonwhite,No,No,No,No,No,Yes,,No,Yes,,,No,No,No,,,No,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralph Jaffe,MD,Governor of Maryland,Governor,Regular,6/26/18,Lost,None,None,23.799999,1.6,No,White,No,No,No,No,No,No,,No,No,,,No,No,No,,,No,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Madaleno,MD,Governor of Maryland,Governor,Regular,6/26/18,Lost,None,None,23.799999,5.8000002,No,White,No,Yes,Yes,No,No,No,,No,Yes,,,No,No,No,,,No,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rushern Baker III,MD,Governor of Maryland,Governor,Regular,6/26/18,Lost,None,None,23.799999,29.4,No,Nonwhite,No,No,Yes,No,No,No,,No,Yes,,,No,No,No,,,No,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allison Galbraith,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Lost,None,None,-29.66,28.0,No,White,No,No,No,No,No,No,,,Yes,,,,No,,,,,No,,Democrat,,,,,,,,,,,,,,"GALBRAITH, ALLISON MS.",H8MD01177,"GALBRAITH, ALLISON MS.",C,1.0,DEM,110517.66,0.0,110197.68,0.0,0.0,319.98,102.0,350.0,0.0,0.0,0.0,350.0,110065.66,MD,1.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0
Erik Lane,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Lost,None,None,-29.66,2.2,No,White,No,No,No,No,Yes,No,,,No,,,,No,,,,,No,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesse Colvin,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-29.66,38.0,Yes,White,Yes,No,No,No,No,No,,,Yes,,,,No,,,,,Yes,,Democrat,,,,,,,,,,,,,,"COLVIN, JESSE",H8MD01193,"COLVIN, JESSE",C,1.0,DEM,1876162.65,0.0,1807064.53,0.0,0.0,69098.12,0.0,0.0,0.0,0.0,0.0,0.0,1786516.48,MD,1.0,,,,,,86555.05,0.0,12/31/2018,1500.0,0.0
Michael Brown,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Lost,None,None,-29.66,15.0,No,,,,,No,,,,,No,,,,No,,,,,No,,Democrat,,,,,,,,,,,,,,"BROWN, PAUL MICHAEL",H6TX32043,"BROWN, PAUL MICHAEL",C,2.0,REP,0.0,0.0,448.89,0.0,448.89,0.0,0.0,0.0,0.0,372.48,0.0,0.0,0.0,TX,32.0,,,,,,0.0,0.0,09/30/2017,0.0,0.0
Michael Pullen,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Lost,None,None,-29.66,12.9,No,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,,,No,,Democrat,,,,,,,,,,,,,,"PULLEN, MICHAEL MR.",H8MD01185,"PULLEN, MICHAEL MR.",C,1.0,DEM,193061.58,0.0,192067.31,0.0,0.0,994.27,30001.47,56555.25,0.0,0.0,0.0,56555.25,106504.86,MD,1.0,,,,,,0.0,0.0,09/30/2018,500.0,0.0
Steve Worton,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Lost,None,None,-29.66,3.9000001,No,White,No,No,No,No,No,No,,,No,,,,No,,,,,No,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Duck,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,11.89,4.9000001,No,White,Yes,No,No,No,No,No,,No,Yes,,,,No,No,,,No,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aruna Miller,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,11.89,30.700001,No,Nonwhite,No,No,Yes,No,Yes,No,,Yes,Yes,,,,No,No,,,No,,,Democrat,,,,,,,,,,,,,,"MILLER, ARUNA",H8MD06143,"MILLER, ARUNA",O,1.0,DEM,1471241.06,0.0,1469419.51,0.0,0.0,1821.55,1500.0,0.0,0.0,0.0,0.0,0.0,1407329.61,MD,6.0,,,,,,61046.99,0.0,12/31/2018,202109.38,250.0
Chris Graves,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,11.89,1.6,No,White,No,No,No,No,No,No,,No,No,,,,No,No,,,No,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Hearsey,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,11.89,0.89999998,No,White,No,No,No,No,Yes,No,,No,Yes,,,,No,No,,,No,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Trone,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Advanced,None,On the Ballot,11.89,40.299999,Yes,White,No,No,No,Yes,No,No,,No,Yes,,,,No,No,,,No,,,Democrat,,,,,,,,,,,,,,"TRONE, DAVID",H6MD08549,"TRONE, DAVID",O,1.0,DEM,18468367.89,0.0,18395507.62,0.0,35674.17,108534.49,17413171.51,500000.0,0.0,0.0,0.0,500000.0,553273.79,MD,8.0,,,,,,1000.0,0.0,12/31/2018,1975.0,1000.0
George English,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,11.89,1.1,No,White,No,No,No,No,No,No,,No,No,,,,No,No,,,No,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nadia Hashimi,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,11.89,10.4,No,Nonwhite,No,No,No,No,Yes,No,,No,Yes,,,,No,No,,,No,,,Democrat,,,,,,,,,,,,,,"HASHIMI, NADIA DR",H8MD06176,"HASHIMI, NADIA DR",O,1.0,DEM,574270.65,0.0,515274.89,0.0,0.0,58995.76,6610.0,225000.0,0.0,0.0,0.0,225000.0,342660.65,MD,6.0,,,,,,0.0,0.0,09/30/2018,16343.0,0.0
Roger Manno,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,11.89,10.3,No,White,No,No,Yes,No,No,No,,No,Yes,,,,Yes,Yes,,,Yes,,,Democrat,,,,,,,,,,,,,,"MANNO, ROGER",H8MD06150,"MANNO, ROGER",O,1.0,DEM,442709.56,0.0,405554.74,0.0,0.0,37154.82,12149.47,72000.0,0.0,0.0,0.0,72000.0,206196.48,MD,6.0,,,,,,152244.01,0.0,12/31/2018,18500.0,22798.0
Adam Cote,ME,Governor of Maine,Governor,Regular,6/12/18,Lost,None,None,3.51,28.129999,No,White,Yes,No,No,No,No,No,,No,Yes,,,,,,,,No,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betsy Sweet,ME,Governor of Maine,Governor,Regular,6/12/18,Lost,None,None,3.51,16.459999,No,White,No,Yes,No,No,No,No,,No,Yes,,,,,,,,Yes,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diane Russell,ME,Governor of Maine,Governor,Regular,6/12/18,Lost,None,None,3.51,2.1600001,No,White,No,No,Yes,No,No,No,,No,Yes,,,,,,,,Yes,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donna Dion,ME,Governor of Maine,Governor,Regular,6/12/18,Lost,None,None,3.51,1.27,No,White,No,No,No,No,No,No,,No,Yes,,,,,,,,No,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Janet T. Mills,ME,Governor of Maine,Governor,Regular,6/12/18,Advanced,None,On the Ballot,3.51,33.09,Yes,White,No,No,Yes,No,No,No,,Yes,No,,,,,,,,No,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Dion,ME,Governor of Maine,Governor,Regular,6/12/18,Lost,None,None,3.51,4.1199999,No,White,No,No,Yes,No,No,No,,No,Yes,,,,,,,,No,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Eves,ME,Governor of Maine,Governor,Regular,6/12/18,Lost,None,None,3.51,14.18,No,White,No,No,Yes,No,No,No,,No,Yes,,,,,,,,Yes,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craig Olson,ME,U.S. House Maine District 2,Representative,Regular,6/12/18,Lost,None,None,-8.1300001,8.8299999,No,,No,No,No,No,No,No,,,Yes,,,,,,,,,No,,Democrat,,,,,,,,,,,,,,"OLSON, CRAIG",H8ME02177,"OLSON, CRAIG",C,1.0,DEM,119834.0,0.0,119834.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,119809.0,ME,2.0,,,,,,0.0,0.0,12/31/2018,2950.0,0.0
Jared Golden,ME,U.S. House Maine District 2,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-8.1300001,46.419998,Yes,,Yes,No,Yes,No,No,No,,,No,,,,,,,,,Yes,,Democrat,,,,,,,,,,,,,,"GOLDEN, JARED",H8ME02185,"GOLDEN, JARED",C,1.0,DEM,5776194.81,254811.93,5683486.05,50.0,0.0,92708.76,1000.0,0.0,0.0,0.0,0.0,0.0,5073758.46,ME,2.0,,,,,,409003.32,5000.0,12/31/2018,64879.81,0.0
Lucas St. Clair,ME,U.S. House Maine District 2,Representative,Regular,6/12/18,Lost,None,None,-8.1300001,39.240002,No,,No,No,No,No,No,No,,,Yes,,,,,,,,,No,,Democrat,,,,,,,,,,,,,,"ST. CLAIR, LUCAS",H8ME02201,"ST. CLAIR, LUCAS",C,1.0,DEM,710128.97,0.0,707087.78,0.0,0.0,3041.19,75000.0,0.0,0.0,0.0,0.0,49979.66,621835.37,ME,2.0,,,,,,13000.0,0.0,12/31/2018,59258.0,4000.0
Zak Ringelstein,ME,U.S. Senate Maine,Senator,Regular,6/12/18,Advanced,None,On the Ballot,3.51,100.0,Yes,,No,No,No,No,No,No,,,Yes,,,,,,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abdul El-Sayed,MI,Governor of Michigan,Governor,Regular,8/7/18,Lost,None,None,-0.33000001,30.5,No,Nonwhite,No,No,No,No,Yes,No,,No,Yes,,,Yes,Yes,Yes,Yes,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gretchen Whitmer,MI,Governor of Michigan,Governor,Regular,8/7/18,Advanced,None,On the Ballot,-0.33000001,51.799999,Yes,White,No,No,Yes,No,No,No,,Yes,Yes,,,No,No,No,No,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shri Thanedar,MI,Governor of Michigan,Governor,Regular,8/7/18,Lost,None,None,-0.33000001,17.700001,No,Nonwhite,No,No,No,Yes,Yes,No,,No,Yes,,,No,No,No,No,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Accavitti Jr.,MI,U.S. House Michigan District 10,Representative,Regular,8/7/18,Lost,None,None,-29.58,32.0,No,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,"ACCAVITTI, FRANK MR. JR",H6MI10227,"ACCAVITTI, FRANK MR. JR",O,1.0,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MI,10.0,,,,,,0.0,0.0,01/30/2017,0.0,0.0
Kimberly Bizon,MI,U.S. House Michigan District 10,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-29.58,41.099998,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,"BIZON, KIMBERLY ANN",H8MI10108,"BIZON, KIMBERLY ANN",C,1.0,DEM,72150.2,0.0,49295.47,0.0,0.0,23768.54,0.0,25000.0,0.0,0.0,0.0,25000.0,43944.25,MI,10.0,,,,,,2205.95,1000.0,12/31/2018,0.0,0.0
Michael McCarthy (Michigan),MI,U.S. House Michigan District 10,Representative,Regular,8/7/18,Lost,None,None,-29.58,26.9,No,,,,,No,,No,,,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fayrouz Saad,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Lost,None,None,-7.1799998,19.5,No,Nonwhite,No,No,No,No,No,Yes,,,,,,,,Yes,,,,,,Democrat,,,,,,,,,,,,,,"SAAD, FAYROUZ",H8MI11262,"SAAD, FAYROUZ",O,1.0,DEM,769824.46,0.0,764190.15,0.0,0.0,4875.0,7368.81,25000.0,0.0,0.0,0.0,25000.0,730532.44,MI,11.0,,,,,,6200.0,0.0,09/30/2018,22304.01,0.0
Haley Stevens,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-7.1799998,27.0,Yes,White,No,No,No,No,No,Yes,,,,,,,,No,,,,,,Democrat,,,,,,,,,,,,,,"STEVENS, HALEY",H8MI11254,"STEVENS, HALEY",O,1.0,DEM,4199606.98,489160.48,4184088.91,0.0,0.0,15518.07,0.0,0.0,0.0,0.0,0.0,0.0,3176601.74,MI,11.0,,,,,,528691.88,5149.0,12/31/2018,30435.26,4022.34
Nancy Skinner,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Lost,None,None,-7.1799998,10.4,No,White,No,No,No,No,No,No,,,,,,,,No,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suneel Gupta,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Lost,None,None,-7.1799998,21.299999,No,Nonwhite,No,No,No,No,Yes,No,,,,,,,,No,,,,,,Democrat,,,,,,,,,,,,,,"GUPTA, SUNEEL",H8MI11346,"GUPTA, SUNEEL",O,1.0,DEM,1482709.21,0.0,1478978.85,0.0,0.0,3730.36,5400.0,200000.0,0.0,0.0,0.0,200000.0,1264967.88,MI,11.0,,,,,,8000.0,0.0,12/31/2018,238878.0,0.0
Tim Greimel,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Lost,None,None,-7.1799998,21.799999,No,White,No,No,Yes,No,No,No,,,,,,,,No,,,,,,Democrat,,,,,,,,,,,,,,"GREIMEL, TIM",H8MI11338,"GREIMEL, TIM",O,1.0,DEM,1018677.7,0.0,1016015.58,0.0,0.0,2662.12,0.0,0.0,0.0,0.0,0.0,0.0,829327.83,MI,11.0,,,,,,187851.0,0.0,12/31/2018,57369.0,20025.0
Bill Wild,MI,U.S. House Michigan District 13,Representative,Regular,8/7/18,Lost,None,None,60.720001,14.0,No,White,No,No,Yes,No,No,No,,,,,,,No,No,No,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Wild,MI,U.S. House Michigan District 13,Representative,Special,8/7/18,Lost,None,None,60.720001,15.2,No,White,No,No,Yes,No,No,No,,,,,,,No,No,No,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brenda Jones,MI,U.S. House Michigan District 13,Representative,Special,8/7/18,Advanced,None,On the Ballot,60.720001,37.700001,Yes,Nonwhite,No,No,Yes,No,No,No,,,,,,,No,No,No,,,,,Democrat,,,,,,,,,,,,,,"JONES, BRENDA",H8MI13243,"JONES, BRENDA",O,1.0,DEM,270417.42,0.0,267024.83,0.0,0.0,3392.59,0.0,0.0,0.0,0.0,0.0,28381.91,202331.0,MI,13.0,,,,,,68000.0,0.0,12/31/2018,500.0,0.0
Brenda Jones,MI,U.S. House Michigan District 13,Representative,Regular,8/7/18,Lost,None,None,60.720001,29.200001,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,No,No,No,,,,,Democrat,,,,,,,,,,,,,,"JONES, BRENDA",H8MI13243,"JONES, BRENDA",O,1.0,DEM,270417.42,0.0,267024.83,0.0,0.0,3392.59,0.0,0.0,0.0,0.0,0.0,28381.91,202331.0,MI,13.0,,,,,,68000.0,0.0,12/31/2018,500.0,0.0
Coleman Young II,MI,U.S. House Michigan District 13,Representative,Regular,8/7/18,Lost,None,None,60.720001,12.0,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,No,No,No,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian Conyers,MI,U.S. House Michigan District 13,Representative,Regular,8/7/18,Lost,None,None,60.720001,6.3000002,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,No,No,No,,,,,Democrat,,,,,,,,,,,,,,"CONYERS, IAN",H8MI13284,"CONYERS, IAN",O,1.0,DEM,212777.5,0.0,212562.28,0.0,0.0,215.22,13047.01,0.0,0.0,0.0,0.0,3434.6,177855.83,MI,13.0,,,,,,21772.74,0.0,12/31/2018,301.03,0.0
Ian Conyers,MI,U.S. House Michigan District 13,Representative,Special,8/7/18,Lost,None,None,60.720001,11.2,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,No,No,No,,,,,Democrat,,,,,,,,,,,,,,"CONYERS, IAN",H8MI13284,"CONYERS, IAN",O,1.0,DEM,212777.5,0.0,212562.28,0.0,0.0,215.22,13047.01,0.0,0.0,0.0,0.0,3434.6,177855.83,MI,13.0,,,,,,21772.74,0.0,12/31/2018,301.03,0.0
Rashida Tlaib,MI,U.S. House Michigan District 13,Representative,Regular,8/7/18,Advanced,None,On the Ballot,60.720001,33.200001,Yes,Nonwhite,No,No,Yes,No,No,Yes,,,,,,,Yes,Yes,Yes,,,,No,Democrat,,,,,,,,,,,,,,"TLAIB, RASHIDA",H8MI13250,"TLAIB, RASHIDA",O,1.0,DEM,1666003.3,16361.04,1598348.01,0.0,0.0,67655.29,0.0,0.0,0.0,0.0,0.0,0.0,1509826.41,MI,13.0,,,,,,139520.54,0.0,12/31/2018,34970.0,5250.0
Rashida Tlaib,MI,U.S. House Michigan District 13,Representative,Special,8/7/18,Lost,None,None,60.720001,35.900002,No,Nonwhite,No,No,Yes,No,No,Yes,,,,,,,Yes,Yes,Yes,,,,No,Democrat,,,,,,,,,,,,,,"TLAIB, RASHIDA",H8MI13250,"TLAIB, RASHIDA",O,1.0,DEM,1666003.3,16361.04,1598348.01,0.0,0.0,67655.29,0.0,0.0,0.0,0.0,0.0,0.0,1509826.41,MI,13.0,,,,,,139520.54,0.0,12/31/2018,34970.0,5250.0
Shanelle Jackson,MI,U.S. House Michigan District 13,Representative,Regular,8/7/18,Lost,None,None,60.720001,5.3000002,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,No,No,No,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Davidson,MI,U.S. House Michigan District 2,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-18.959999,100.0,Yes,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,Yes,,Yes,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cathy Albro,MI,U.S. House Michigan District 3,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-11.41,68.199997,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred Wooden,MI,U.S. House Michigan District 3,Representative,Regular,8/7/18,Lost,None,None,-11.41,31.799999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
